1000.0	1000.0	     80.54
1000.0	1637.9	     81.77
1000.0	2682.7	      82.1
1000.0	4394.0	     81.99
1000.0	7196.9	     82.13
1000.0	1.1788e+04	     81.65
1000.0	1.9307e+04	     80.89
1000.0	3.1623e+04	     78.03
1000.0	5.1795e+04	     67.67
1000.0	8.4834e+04	     44.93
1637.9	1000.0	     81.55
1637.9	1637.9	     82.24
1637.9	2682.7	     82.94
1637.9	4394.0	     82.92
1637.9	7196.9	     82.73
1637.9	1.1788e+04	     82.16
1637.9	1.9307e+04	     81.49
1637.9	3.1623e+04	     78.49
1637.9	5.1795e+04	     67.86
1637.9	8.4834e+04	     45.46
2682.7	1000.0	     82.05
2682.7	1637.9	     82.93
2682.7	2682.7	     83.08
2682.7	4394.0	     83.37
2682.7	7196.9	     83.25
2682.7	1.1788e+04	     82.58
2682.7	1.9307e+04	     82.19
2682.7	3.1623e+04	     79.46
2682.7	5.1795e+04	     69.12
2682.7	8.4834e+04	     45.52
4394.0	1000.0	     82.25
4394.0	1637.9	     83.41
4394.0	2682.7	     83.83
4394.0	4394.0	     83.81
4394.0	7196.9	     83.56
4394.0	1.1788e+04	     83.64
4394.0	1.9307e+04	     83.03
4394.0	3.1623e+04	     80.27
4394.0	5.1795e+04	      69.6
4394.0	8.4834e+04	     46.16
7196.9	1000.0	     82.61
7196.9	1637.9	     83.57
7196.9	2682.7	     83.85
7196.9	4394.0	     83.93
7196.9	7196.9	      83.8
7196.9	1.1788e+04	     83.47
7196.9	1.9307e+04	     82.99
7196.9	3.1623e+04	     79.42
7196.9	5.1795e+04	      69.2
7196.9	8.4834e+04	     46.01
1.1788e+04	1000.0	     82.46
1.1788e+04	1637.9	     83.16
1.1788e+04	2682.7	     83.86
1.1788e+04	4394.0	     83.86
1.1788e+04	7196.9	     83.58
1.1788e+04	1.1788e+04	     83.32
1.1788e+04	1.9307e+04	     82.78
1.1788e+04	3.1623e+04	     79.91
1.1788e+04	5.1795e+04	     69.14
1.1788e+04	8.4834e+04	     46.32
1.9307e+04	1000.0	     82.68
1.9307e+04	1637.9	     83.27
1.9307e+04	2682.7	     83.86
1.9307e+04	4394.0	     83.94
1.9307e+04	7196.9	     83.52
1.9307e+04	1.1788e+04	     83.45
1.9307e+04	1.9307e+04	     82.66
1.9307e+04	3.1623e+04	     79.32
1.9307e+04	5.1795e+04	     69.42
1.9307e+04	8.4834e+04	     45.99
3.1623e+04	1000.0	     81.82
3.1623e+04	1637.9	      82.8
3.1623e+04	2682.7	     83.01
3.1623e+04	4394.0	     83.17
3.1623e+04	7196.9	     82.87
3.1623e+04	1.1788e+04	     82.64
3.1623e+04	1.9307e+04	     81.58
3.1623e+04	3.1623e+04	      78.7
3.1623e+04	5.1795e+04	     67.27
3.1623e+04	8.4834e+04	     43.06
5.1795e+04	1000.0	     80.67
5.1795e+04	1637.9	     81.65
5.1795e+04	2682.7	     81.82
5.1795e+04	4394.0	     81.85
5.1795e+04	7196.9	     81.86
5.1795e+04	1.1788e+04	     81.18
5.1795e+04	1.9307e+04	     80.73
5.1795e+04	3.1623e+04	     77.52
5.1795e+04	5.1795e+04	     65.82
5.1795e+04	8.4834e+04	     40.44
8.4834e+04	1000.0	     74.35
8.4834e+04	1637.9	     75.11
8.4834e+04	2682.7	     75.23
8.4834e+04	4394.0	     74.59
8.4834e+04	7196.9	     74.72
8.4834e+04	1.1788e+04	     74.34
8.4834e+04	1.9307e+04	     73.37
8.4834e+04	3.1623e+04	     69.49
8.4834e+04	5.1795e+04	     55.55
8.4834e+04	8.4834e+04	     33.35
